iter	Logloss
0	0.6738642194
1	0.6527711568
2	0.6302650405
3	0.6168660082
4	0.5987692173
5	0.5781878189
6	0.5588507405
7	0.5363703916
8	0.5165297631
9	0.4985521016
10	0.4811862255
11	0.4677190043
12	0.4497503651
13	0.434185645
14	0.4246235928
15	0.4107320354
16	0.4016492886
17	0.3873366699
18	0.3757274488
19	0.3630722519
20	0.354023442
21	0.3393663087
22	0.3284573226
23	0.3178722618
24	0.3068229089
25	0.2958430202
26	0.2855833797
27	0.2750539411
28	0.2685405407
29	0.2610696283
30	0.2537823242
31	0.2463399093
32	0.2377124232
33	0.2298337414
34	0.2242921304
35	0.2212140954
36	0.2149492814
37	0.2080797841
38	0.2021292582
39	0.1940045865
40	0.1883911431
41	0.1839645746
42	0.1794204491
43	0.1751451219
44	0.1709020464
45	0.1668360521
46	0.1623920524
47	0.1588487509
48	0.1542569714
49	0.1498342323
50	0.1442476848
51	0.1399327692
52	0.1356231571
53	0.1322773446
54	0.1291816858
55	0.1263392066
56	0.1232723868
57	0.1199374255
58	0.1173659378
59	0.1140102103
60	0.1113302923
61	0.1092663668
62	0.1069056246
63	0.1044214139
64	0.1022955934
65	0.09987551457
66	0.09711385825
67	0.09459360995
68	0.09217102477
69	0.08971318366
70	0.08784351928
71	0.08616144661
72	0.08417615123
73	0.08222880312
74	0.08076298743
75	0.0788597093
76	0.07723610591
77	0.07543303917
78	0.07385053623
79	0.07267448724
80	0.0713087434
81	0.06991950611
82	0.06853368737
83	0.06698828763
84	0.06578954556
85	0.06444510428
86	0.06319807923
87	0.06228464344
88	0.06139658322
89	0.06042527247
90	0.05951146267
91	0.05856182404
92	0.05745095642
93	0.05659546634
94	0.05569947358
95	0.05485602871
96	0.05410534897
97	0.05318474255
98	0.05249426224
99	0.05149351573
100	0.05079626433
101	0.04988232577
102	0.04893750258
103	0.04816288615
104	0.04771580931
105	0.04705474577
106	0.046304551
107	0.04545252523
108	0.04483427726
109	0.0443519808
110	0.0436409135
111	0.04300958366
112	0.04274743886
113	0.04221787675
114	0.04158419972
115	0.04093432019
116	0.04039576506
117	0.0396534601
118	0.03913133118
119	0.03858639871
120	0.03816275635
121	0.03772316805
122	0.03717771962
123	0.03665160866
124	0.0363129528
125	0.03564744096
126	0.03516495294
127	0.03455744654
128	0.03427277069
129	0.03395647868
130	0.03353559001
131	0.03309522424
132	0.0327341872
133	0.03255461875
134	0.03224885385
135	0.03188602288
136	0.03156831591
137	0.03128083318
138	0.03085968812
139	0.03067524642
140	0.03050172026
141	0.0300021142
142	0.02971549206
143	0.02935690317
144	0.02900177148
145	0.02878254325
146	0.02832163951
147	0.02815768338
148	0.02780186674
149	0.02750033733
150	0.02722175943
151	0.0269798227
152	0.02677591425
153	0.02649563598
154	0.02633064997
155	0.02608502288
156	0.02578322822
157	0.02559500846
158	0.02547104852
159	0.02526528573
160	0.02516514846
161	0.02492385523
162	0.02462411655
163	0.02454046505
164	0.02434814974
165	0.02423958637
166	0.02407624459
167	0.02384111965
168	0.02364934433
169	0.02344773202
170	0.02324472973
171	0.02306189107
172	0.02285626484
173	0.02258917857
174	0.02242211125
175	0.02224287387
176	0.02211515335
177	0.02189086241
178	0.02179179249
179	0.02167648426
180	0.02160714806
181	0.02141146621
182	0.02134464877
183	0.02116326565
184	0.02102180881
185	0.02085898756
186	0.02074198085
187	0.02063499919
188	0.02053848919
189	0.020447212
190	0.02029140839
191	0.02013838434
192	0.01996730312
193	0.01991743372
194	0.0197293913
195	0.01956552413
196	0.01925002863
197	0.01914589975
198	0.0190784931
199	0.01900844389
200	0.01885627431
201	0.01872328852
202	0.01864611083
203	0.01850930965
204	0.0183649848
205	0.01825732009
206	0.01809823999
207	0.01796938704
208	0.01775043361
209	0.01769512079
210	0.01758277243
211	0.0174406835
212	0.01737251014
213	0.01724257271
214	0.01713667966
215	0.01709246585
216	0.0169599045
217	0.01685963412
218	0.01681964703
219	0.01671262702
220	0.01656293093
221	0.01647014787
222	0.01637028146
223	0.01626783147
224	0.01617836904
225	0.01603473756
226	0.015972468
227	0.01591431851
228	0.01579881075
229	0.01572810364
230	0.01567210886
231	0.01557861434
232	0.01550943553
233	0.0154476685
234	0.01538244406
235	0.01533718802
236	0.01525183503
237	0.01516906035
238	0.01511817632
239	0.01502613935
240	0.01494247383
241	0.0148388457
242	0.01478621657
243	0.01468873862
244	0.01464679791
245	0.01455107457
246	0.01446661248
247	0.01440509853
248	0.0143621158
249	0.01425169906
250	0.0142113775
251	0.01418295393
252	0.01404495913
253	0.01395602246
254	0.01391251542
255	0.01388321523
256	0.01381494818
257	0.01368260246
258	0.01360686915
259	0.01351379074
260	0.01344347443
261	0.01334006979
262	0.01324965925
263	0.01319643647
264	0.01315102053
265	0.01306915041
266	0.01295724192
267	0.0129183915
268	0.01286121568
269	0.01282206222
270	0.01275993434
271	0.01264870476
272	0.01257455839
273	0.0125254382
274	0.01244924904
275	0.01242342705
276	0.01235100127
277	0.0123101052
278	0.01220402645
279	0.0121212658
280	0.01207015179
281	0.01203042162
282	0.0119274837
283	0.01188507137
284	0.01184211398
285	0.01180393491
286	0.01170825091
287	0.0116497877
288	0.01161553468
289	0.01158606644
290	0.01152772966
291	0.01149306015
292	0.01143499798
293	0.01140291088
294	0.01140007683
295	0.01129876242
296	0.01125684749
297	0.01120417603
298	0.01117316385
299	0.01113440344
300	0.01109075655
301	0.0110287693
302	0.01096108168
303	0.01086036666
304	0.01082248744
305	0.01077302413
306	0.01070184996
307	0.0106729534
308	0.01064121221
309	0.01059728953
310	0.0105498982
311	0.01053646629
312	0.01052108448
313	0.01046983994
314	0.01046328545
315	0.01043414417
316	0.0103994134
317	0.01035578211
318	0.01032266333
319	0.01028404156
320	0.01025353051
321	0.01020845658
322	0.01014493051
323	0.01010879359
324	0.01005852947
325	0.01000413942
326	0.009981688431
327	0.009918979468
328	0.00989154176
329	0.009845788259
330	0.00981250918
331	0.009757567522
332	0.009736215029
333	0.009710676075
334	0.009651240559
335	0.009620378058
336	0.009590166091
337	0.00955668968
338	0.009524620385
339	0.009468569283
340	0.009440645224
341	0.009371339874
342	0.009297576551
343	0.009280602973
344	0.009255153597
345	0.009229668876
346	0.009166653008
347	0.009104113997
348	0.009032664387
349	0.009013104105
350	0.008985645423
351	0.008934668455
352	0.008897430514
353	0.008849599444
354	0.008813821154
355	0.008779253257
356	0.008739306997
357	0.008731044531
358	0.008691677731
359	0.008659459659
360	0.008630387652
361	0.008612902916
362	0.008582391532
363	0.008568810739
364	0.008541878518
365	0.00852449602
366	0.008514800347
367	0.00846398602
368	0.008446229652
369	0.008412061549
370	0.008396038514
371	0.008326000106
372	0.008298908093
373	0.008270435349
374	0.008237480197
375	0.0081784749
376	0.008142574151
377	0.008131467501
378	0.008105155337
379	0.008092323738
380	0.008023092735
381	0.007999113971
382	0.007966372159
383	0.007926442916
384	0.007905986612
385	0.007892770127
386	0.007866319904
387	0.007824729146
388	0.007796698804
389	0.007727766287
390	0.007710150103
391	0.007678013478
392	0.007645423583
393	0.007618091907
394	0.007592598667
395	0.007573551865
396	0.007554702064
397	0.0075397266
398	0.007511199885
399	0.007482508372
400	0.007457065538
401	0.007432033639
402	0.007384444721
403	0.007365840566
404	0.007308519787
405	0.007293783578
406	0.007283475804
407	0.007256338624
408	0.007220304346
409	0.007204225398
410	0.007187074164
411	0.007161147692
412	0.007124633136
413	0.00709890248
414	0.007086202677
415	0.007054989311
416	0.007038100463
417	0.006999391411
418	0.006959775223
419	0.00694993211
420	0.0069355592
421	0.006921973023
422	0.006896733488
423	0.006866926384
424	0.006852073992
425	0.006826386533
426	0.006805923861
427	0.006784071538
428	0.00675523242
429	0.006735152479
430	0.00671910699
431	0.006685281244
432	0.006665423518
433	0.006653451283
434	0.006613565022
435	0.006605317472
436	0.00657928476
437	0.00655083869
438	0.006542010768
439	0.00651254659
440	0.006485179946
441	0.006458675724
442	0.006441234868
443	0.006425766821
444	0.006408076355
445	0.006386496763
446	0.006338133605
447	0.006316357272
448	0.006298800721
449	0.006271980741
450	0.006242068314
451	0.006228091364
452	0.006211850388
453	0.006203026395
454	0.00618919285
455	0.006161204551
456	0.006142113745
457	0.006133969017
458	0.006107579259
459	0.006095840637
460	0.006085176501
461	0.006056040064
462	0.00604113251
463	0.006024296774
464	0.006015210707
465	0.005995824167
466	0.005986947546
467	0.00597486559
468	0.005961150069
469	0.005944270654
470	0.005911821845
471	0.005899174564
472	0.005869061166
473	0.005861994924
474	0.005838686622
475	0.005816547887
476	0.00579704349
477	0.005779262844
478	0.005764942685
479	0.005751884035
480	0.00571102643
481	0.005698488808
482	0.005678809784
483	0.005660399543
484	0.005641710572
