iter	Logloss
485	0.00560549473
486	0.005595905843
487	0.005587055145
488	0.005567839462
489	0.005553564232
490	0.005541457478
491	0.005529909764
492	0.005518893646
493	0.005502607239
494	0.00548880648
495	0.005470038619
496	0.005456848079
497	0.005436844883
498	0.005424683524
499	0.005411666145
500	0.005403704086
501	0.00538866621
502	0.005368127808
503	0.005359508565
504	0.005340641688
505	0.005330385136
506	0.005321752833
507	0.005297251489
508	0.005285261648
509	0.005265982011
510	0.005253638639
511	0.005235348452
512	0.005225545552
513	0.005196049277
514	0.005177721157
515	0.005162119974
516	0.00515546457
517	0.005150243187
518	0.005140713546
519	0.005115680782
520	0.005100591536
521	0.005085097055
522	0.005076103066
523	0.005066248939
524	0.00503479378
525	0.005006855257
526	0.004997555716
527	0.004978582934
528	0.004969285688
529	0.004949633401
530	0.004937431941
531	0.004917029617
532	0.004898376119
533	0.004881746909
534	0.004874709883
535	0.004867579153
536	0.004852406732
537	0.004831010215
538	0.004808403083
539	0.004804998964
540	0.004797294596
541	0.004789938898
542	0.004754844596
543	0.004749093451
544	0.004742310957
545	0.004710547069
546	0.004702015135
547	0.004680640332
548	0.004651848236
549	0.004645624886
550	0.004631162981
551	0.004621632191
552	0.004610693615
553	0.00459946674
554	0.004579269284
555	0.004573889577
556	0.00456905232
557	0.004554822965
558	0.004536159774
559	0.004528508571
560	0.004510219379
561	0.0045020551
562	0.004492242198
563	0.004464932023
564	0.004443733573
565	0.004426815905
566	0.00441538332
567	0.004409317007
568	0.004397171781
569	0.004380847759
570	0.004375517826
571	0.004368616792
572	0.004353998291
573	0.004336200799
574	0.004327044985
575	0.004305702181
576	0.00428080306
577	0.004274400418
578	0.00426506
579	0.004252515231
580	0.004243608943
581	0.004232339673
582	0.004214951744
583	0.00420636984
584	0.00419067998
585	0.004176695978
586	0.004169074248
587	0.004167394211
588	0.004150803528
589	0.004138545251
590	0.004128279315
591	0.004114154839
592	0.004108723501
593	0.004100089023
594	0.004093812925
595	0.004076905497
596	0.00406332389
597	0.004051781644
598	0.004044997766
599	0.004027375228
600	0.004021706602
601	0.004016839616
602	0.004010587405
603	0.003993365009
604	0.003985206506
605	0.003975528713
606	0.003969402272
607	0.003959221653
608	0.003944809465
609	0.003938806776
610	0.0039241807
611	0.003918350278
612	0.003905114278
613	0.003886086898
614	0.003877998416
615	0.003859856661
616	0.003848351274
617	0.003841722593
618	0.003832316863
619	0.003822623187
620	0.003815778976
621	0.003806936769
622	0.003801477034
623	0.003794677973
624	0.003790308952
625	0.003776265866
626	0.003767742573
627	0.00375973623
628	0.003746125984
629	0.00372741558
630	0.003720175752
631	0.003714193362
632	0.003710167733
633	0.003696536123
634	0.003675727
635	0.003664263666
636	0.003655835649
637	0.00365167569
638	0.003643371094
639	0.003633125603
640	0.003622065682
641	0.003616143262
642	0.003611191984
643	0.003604342005
644	0.003586611921
645	0.003567355392
646	0.003553041542
647	0.00354552521
648	0.003541039461
649	0.003538640833
650	0.003532791974
651	0.003528159419
652	0.003523620147
653	0.003514841417
654	0.003507487751
655	0.003498257357
656	0.003488477798
657	0.00348320998
658	0.003480428758
659	0.003474300588
660	0.003457869746
661	0.003452391939
662	0.003447683511
663	0.003442172205
664	0.003435785876
665	0.00342783701
666	0.003421987627
667	0.003410297157
668	0.00340535019
669	0.003389603874
670	0.003383587926
671	0.003379225045
672	0.003365415854
673	0.003359145898
674	0.003351847011
675	0.003346297409
676	0.003339921842
677	0.003333596634
678	0.003327318859
679	0.003322233445
680	0.003317528271
681	0.003314027424
682	0.003310358179
683	0.003302006657
684	0.003295172753
685	0.003286453561
686	0.003280285612
687	0.003271253034
688	0.003260701476
689	0.003250738415
690	0.003239695519
691	0.003226598425
692	0.003217623746
693	0.003209789536
694	0.0032042846
695	0.003198049401
696	0.003194665146
697	0.003187270042
698	0.003182867526
699	0.003173135081
700	0.003166680333
701	0.003149657429
702	0.003140617814
703	0.003137013342
704	0.003129514611
705	0.003123478098
706	0.003108957268
707	0.003105927468
708	0.003099690716
709	0.003093003444
710	0.003089364389
711	0.00308364605
712	0.003079164638
713	0.003074782359
714	0.003067281911
715	0.003049075445
716	0.003040246238
717	0.003035341335
718	0.003034321856
719	0.003026239919
720	0.003017825417
721	0.003013349874
722	0.003005437665
723	0.003000989158
724	0.002993316953
725	0.002988400085
726	0.002975313126
727	0.002970256488
728	0.002965500449
729	0.002955822078
730	0.002945975347
731	0.002940303422
732	0.002937147559
733	0.002933116207
734	0.002928473529
735	0.0029236852
736	0.002915420851
737	0.002910960116
738	0.002900093063
739	0.002884833832
740	0.00288191662
741	0.002878048717
742	0.002868236932
743	0.002858446722
744	0.002855148679
745	0.002844413531
746	0.00284085899
747	0.002835370922
748	0.002829388493
749	0.002819369903
750	0.002806956271
751	0.002803110129
752	0.002798638674
753	0.002795032872
754	0.002788910926
755	0.002780910003
756	0.002774759568
757	0.002770437772
758	0.002768273499
759	0.002764116814
760	0.002758889339
761	0.002755027233
762	0.002751023093
763	0.002733291923
764	0.002727532106
765	0.002722076207
766	0.002718504906
767	0.002714862781
768	0.002711153817
769	0.002709072125
770	0.002703742012
771	0.002695475404
772	0.002686411716
773	0.002683114824
774	0.002674760816
775	0.002672549426
776	0.00266750132
777	0.002664176746
778	0.002652448001
779	0.002648279815
780	0.002642499542
781	0.002641211902
782	0.00263615129
783	0.00263084469
784	0.00262658871
785	0.002621671323
786	0.002608796889
787	0.002605524971
788	0.002600643022
789	0.002595813639
790	0.002591243196
791	0.002585963291
792	0.002576202956
793	0.002570892562
794	0.002565932951
795	0.002560418174
796	0.002556029858
797	0.002551532722
798	0.002546722884
799	0.002542282576
800	0.0025368633
801	0.002534046503
802	0.002528308661
803	0.002516287404
804	0.002511565982
805	0.002507278594
806	0.002503213613
807	0.002497495936
808	0.00249327846
809	0.002490476268
810	0.002482804337
811	0.002478967822
812	0.002476008042
813	0.002475319944
814	0.002471745328
815	0.002468200048
816	0.002462551312
817	0.002458597903
818	0.00245588571
819	0.002451473253
820	0.002447508598
821	0.002445597286
822	0.002438679503
823	0.002436158249
824	0.00243187396
825	0.002428887869
826	0.002426707086
827	0.002423870729
828	0.002418788892
829	0.002415707356
830	0.002403176059
831	0.002398647016
832	0.002397020874
833	0.002393892175
834	0.002390172019
835	0.002387058115
836	0.002384031013
837	0.002381362961
838	0.002376894265
839	0.002372918048
840	0.002369891065
841	0.002367044596
842	0.00235710291
843	0.002355001759
844	0.002350946065
845	0.002347638363
846	0.002344994495
847	0.002341136489
848	0.002338689938
849	0.002335970481
850	0.00232463604
851	0.002322006062
852	0.002320248532
853	0.002317900612
854	0.002314140086
855	0.002310278844
856	0.002309743832
857	0.002305665825
858	0.002301578753
859	0.002297957565
860	0.002295590942
861	0.002291262916
862	0.00228099384
863	0.00227706507
864	0.002274328137
865	0.002271896968
866	0.002268577169
867	0.00226607319
868	0.002262816316
869	0.002260765466
870	0.002257297307
871	0.002254800149
872	0.002251963856
873	0.002249591885
874	0.002247184236
875	0.002242388428
876	0.00224006652
877	0.002236562933
878	0.002234496967
879	0.002231037963
880	0.002228499116
881	0.002225281018
882	0.002222221045
883	0.002219961291
884	0.002217888684
885	0.002214918784
886	0.002204408749
887	0.002201350091
888	0.002198871361
889	0.002195624095
890	0.002183959065
891	0.002181627532
892	0.002170217306
893	0.002165711183
894	0.002162725724
895	0.002159531992
896	0.002156643003
897	0.002154326441
898	0.002151481647
899	0.00214893751
900	0.002145867127
901	0.002142915841
902	0.002140249653
903	0.00213817104
904	0.002135264517
905	0.002133040064
906	0.002130052814
907	0.002119710383
908	0.002117421407
909	0.002115244872
910	0.00211322689
911	0.002111234377
912	0.00210917859
913	0.002105193543
914	0.00210302805
915	0.002100400279
916	0.002097934532
917	0.002095022269
918	0.002093053645
919	0.002090975532
920	0.002088647424
921	0.002082840999
922	0.002079792288
923	0.002077548576
924	0.002075507415
925	0.002073042777
926	0.002072305955
927	0.002070586644
928	0.002067696206
929	0.002065380465
930	0.002062981131
931	0.002060854057
932	0.002058589993
933	0.002056313427
934	0.00205462575
935	0.002052038898
936	0.002048379074
937	0.002038621796
938	0.002036603445
939	0.002034282493
940	0.002032162042
941	0.002030542699
942	0.002028514435
943	0.002026512684
944	0.002024092818
945	0.002022686219
946	0.002021086845
947	0.002018783336
948	0.002017210182
949	0.002015152251
950	0.002013162215
951	0.002003061968
952	0.002000918576
953	0.001998507042
954	0.00199622965
955	0.001994061562
956	0.001991716199
957	0.001989634065
958	0.001980257453
959	0.001978027825
960	0.001974710083
961	0.001970663805
962	0.001968244383
963	0.001966752848
964	0.001964526254
965	0.001962196776
966	0.001960499232
967	0.001958472248
968	0.001956114699
969	0.001954046256
970	0.001951987456
971	0.001950537336
972	0.001948555656
973	0.001946764196
974	0.001943635217
975	0.001941788832
976	0.001939821181
977	0.001938310157
978	0.001936476662
979	0.001934677403
980	0.001933282704
981	0.001931187009
982	0.00192891917
983	0.001927091894
984	0.001925311167
985	0.001923075802
986	0.001921265092
987	0.00191950077
988	0.001917330235
989	0.001915971317
990	0.001914093664
991	0.001911919083
992	0.00191002145
993	0.001908363406
994	0.001907024907
995	0.001905066272
996	0.001903726007
997	0.001902017435
998	0.00190018676
999	0.00189834607
